Model,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,Price
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,64772,Petrol,110,1,0,1600,3,1050,8750
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,63,64690,Petrol,86,0,0,1300,3,1020,9750
TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,65,64630,Petrol,110,0,0,1600,5,1070,10950
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,67,64613,Petrol,110,1,0,1600,5,1085,9750
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,60,64383,Petrol,86,0,0,1300,3,1015,8200
TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,68,64000,Petrol,110,0,0,1600,5,1075,8950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,66,63881,Petrol,86,0,0,1300,3,1015,9500
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,58,63870,Diesel,72,0,0,2000,5,1135,10950
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,66,63328,Petrol,86,0,1,1300,5,1065,9750
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,65,63000,Petrol,86,1,1,1300,5,1065,9950
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,61,63000,Petrol,86,0,1,1300,3,1050,10450
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,62396,Petrol,110,0,0,1600,3,1050,9850
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,62377,Petrol,110,1,0,1600,5,1075,9450
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,67,62316,Petrol,110,1,0,1600,3,1050,10295
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,68,62292,Petrol,110,1,0,1600,3,1065,9750
TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,65,62225,Petrol,110,1,0,1600,3,1050,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,62222,Petrol,110,0,0,1600,5,1075,9900
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,66,62135,Petrol,86,1,0,1300,5,1035,8750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,62024,Petrol,110,1,0,1600,5,1075,9950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,60,61977,Petrol,86,1,0,1300,3,1015,8500
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,62,61930,Petrol,110,1,0,1600,4,1035,9950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,57,61682,Petrol,110,0,0,1600,3,1050,10950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,61568,Petrol,110,1,0,1600,4,1035,9795
TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,68,61504,Petrol,110,1,0,1600,4,1035,8750
TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,65,61384,Petrol,110,1,0,1600,3,1050,8250
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,61343,Petrol,110,1,0,1600,5,1075,9950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,61254,Petrol,110,0,0,1600,5,1075,9950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,59,61166,Petrol,110,1,0,1600,3,1050,10500
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,62,61149,Petrol,86,1,0,1300,5,1040,9750
TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,61,61144,Petrol,110,1,0,1600,5,1090,11250
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,59,61127,Petrol,110,1,0,1600,3,1050,8900
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,60,61100,Petrol,86,1,0,1300,3,1015,7950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,68,61100,Petrol,110,1,0,1600,5,1075,11500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,57,61000,Petrol,110,1,0,1600,3,1050,9450
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,60724,Petrol,86,1,0,1300,3,1015,7995
TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,59,60708,Petrol,86,1,0,1300,5,1045,10995
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,60532,Petrol,110,1,0,1600,3,1050,8950
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,67,60000,Petrol,86,0,1,1300,4,1030,8250
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,66,60000,Petrol,86,1,0,1300,3,1015,8950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,60000,Petrol,86,1,0,1300,3,1015,8950
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,62,59295,Petrol,86,0,0,1300,5,1035,9500
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,59264,Petrol,86,0,0,1300,3,1015,7500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,63,59000,Petrol,110,0,0,1600,3,1050,8950
TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,63,59000,Petrol,86,1,0,1300,5,1035,9950
TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,65,59000,Petrol,110,0,0,1600,5,1075,9750
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,61,59000,Petrol,110,1,0,1600,5,1070,9450
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,59000,Petrol,110,0,0,1600,3,1050,9950
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,68,58860,Petrol,110,1,0,1600,3,1055,9750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,58829,Petrol,110,0,0,1600,3,1050,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,66,58654,Petrol,110,1,0,1600,5,1070,8250
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,58300,Petrol,86,1,0,1300,3,1015,7750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,60,58269,Petrol,110,1,0,1600,3,1050,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,64,58136,Petrol,110,1,0,1600,5,1075,9950
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,66,58113,Petrol,107,1,1,1600,3,1085,9450
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,67,58058,Petrol,110,1,0,1600,3,1065,12950
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,58,58000,Petrol,110,1,0,1600,3,1050,9950
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,62,58000,Petrol,110,1,0,1600,3,1065,10495
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,68,57565,Petrol,86,1,0,1300,5,1035,7950
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,63,57413,Petrol,107,0,1,1600,5,1115,10500
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,57374,Petrol,110,1,0,1600,5,1075,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,57179,Petrol,110,1,0,1600,5,1075,9900
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,61,57169,Petrol,110,1,0,1600,3,1065,9995
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,63,57124,Petrol,110,1,0,1600,3,1065,9950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,63,57000,Petrol,110,1,0,1600,3,1050,9950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,67,57000,Petrol,110,0,0,1600,3,1050,8250
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,63,57000,Petrol,86,1,0,1300,5,1035,9950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,59,56259,Petrol,86,0,0,1300,3,1015,8950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,62,56209,Petrol,107,1,1,1600,3,1080,10950
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,67,56074,Petrol,86,0,0,1300,4,1000,9250
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,63,55942,Petrol,110,1,0,1600,5,1070,9950
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,57,55844,Petrol,86,1,0,1300,5,1045,9995
TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,61,55747,Petrol,86,0,0,1300,3,1020,8750
TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,58,55478,Petrol,86,0,0,1300,5,1045,10950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,60,55085,Petrol,107,0,1,1600,5,1105,10350
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,65,55061,Petrol,110,1,0,1600,5,1070,9950
TOYOTA Corolla 1.3 Hatchback 2/3-Doors,65,55000,Petrol,86,1,0,1300,3,1015,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,57,55000,Petrol,110,0,0,1600,5,1075,10950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,63,54936,Petrol,110,1,0,1600,5,1075,10950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,68,54875,Petrol,110,1,0,1600,5,1070,8950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,67,54847,Petrol,110,0,0,1600,3,1050,8900
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,60,54554,Petrol,110,1,0,1600,3,1065,10250
TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,61,54125,Petrol,110,1,0,1600,5,1035,9450
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,61,54000,Petrol,110,1,0,1600,3,1055,9250
TOYOTA Corolla 1.6 I lb luna 4/5-Doors,57,54000,Petrol,110,1,0,1600,5,1075,10500
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,58,54000,Petrol,86,0,0,1300,5,1035,7350
TOYOTA Corolla 2/3-Doors,57,54000,Petrol,110,1,0,1600,3,1135,10250
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,53285,Petrol,110,1,0,1600,5,1075,10250
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,53053,Petrol,110,1,0,1600,5,1075,11500
TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 2/3-Doors,68,53000,Petrol,110,1,1,1587,3,1075,8950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,53000,Petrol,86,0,0,1300,3,1015,7750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,52968,Petrol,110,1,0,1600,3,1050,9500
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,67,52800,Petrol,86,1,0,1300,3,1015,8450
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,57,52548,Petrol,110,0,0,1600,3,1050,8950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,60,52487,Petrol,110,1,0,1600,4,1035,8400
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,66,52383,Petrol,86,0,0,1300,3,1015,9250
TOYOTA Corolla 1.6 linea terra 4/5-Doors,61,52112,Petrol,110,1,0,1600,4,1035,8900
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,58,51712,Petrol,110,0,0,1600,3,1050,8750
TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,58,51421,Petrol,110,0,1,1600,5,1105,10950
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,61,51235,Petrol,86,1,0,1300,4,1000,8950
TOYOTA Corolla 1.3I LINEATERRA 2/3-Doors,65,51000,Petrol,86,1,0,1300,3,1015,8950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,61,50925,Petrol,110,1,0,1600,5,1070,8895
TOYOTA Corolla ,66,50806,Petrol,86,0,0,1300,3,1480,9390
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,59,50469,Petrol,110,1,0,1600,5,1070,8750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,61,50173,Petrol,110,1,0,1600,5,1075,9750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,50000,Petrol,110,1,0,1600,5,1075,9950
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,65,49942,Petrol,110,0,0,1600,3,1065,10950
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,67,49585,Petrol,110,0,0,1600,5,1085,9900
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,62,49258,Petrol,110,1,0,1600,4,1035,9500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,61,49000,Petrol,110,0,0,1600,3,1050,9950
TOYOTA Corolla 1.6 LL HB 4/5-Doors,63,48738,Petrol,110,0,0,1600,5,1055,9950
TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,62,47750,Petrol,86,1,0,1300,5,1040,10500
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,63,47612,Petrol,86,0,0,1300,3,1015,9950
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,68,47500,Petrol,86,1,0,1300,5,1035,10495
TOYOTA Corolla 1.6 Linea Terra Comfort HB 2/3-Doors,66,47237,Petrol,110,0,0,1600,3,1050,9500
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,58,47171,Petrol,86,1,0,1300,3,1015,8500
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,60,47060,Petrol,110,0,0,1600,4,1035,10450
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,47014,Petrol,86,1,0,1300,3,1015,8950
TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,59,46929,Petrol,86,1,0,1300,3,1025,9900
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,63,46000,Petrol,86,0,0,1300,5,1035,8900
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,45681,Petrol,110,0,0,1600,3,1050,8745
TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,65,45549,Petrol,86,1,0,1300,3,1015,8750
TOYOTA Corolla 1.6 GTSi HB 4/5-Doors,57,45000,Petrol,110,1,0,1600,5,1050,10750
TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,57,45000,Petrol,110,1,0,1600,3,1050,9750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,65,45000,Petrol,110,0,0,1600,5,1075,8850
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,66,45000,Petrol,86,1,0,1300,5,1035,7950
TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,63,45000,Petrol,110,1,0,1600,4,1035,9450
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,61,45000,Petrol,107,0,1,1600,3,1085,9950
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,63,44944,Petrol,110,1,0,1600,4,1035,8250
TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,61,44597,Petrol,86,0,0,1300,3,1015,9950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,68,44458,Petrol,86,0,0,1300,3,1015,9995
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,59,43818,Petrol,110,0,0,1600,5,1070,9950
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,60,43426,Petrol,110,1,0,1600,5,1070,10495
TOYOTA Corolla 1.6 Lin.Terra Aut. 4/5-Doors,58,43000,CNG,110,1,1,1600,4,1114,7950
TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,68,43000,Petrol,110,1,0,1600,5,1035,8950
TOYOTA Corolla 1.6 16v Liftback Linea Luna 4/5-Doors,57,43000,Petrol,110,0,0,1600,5,1075,9695
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,64,43000,Petrol,86,0,0,1300,3,1015,7750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,42750,Petrol,110,1,0,1600,3,1050,9950
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,67,42102,Petrol,110,1,0,1600,5,1075,9950
TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,63,41586,Petrol,110,1,0,1600,5,1114,9950
TOYOTA Corolla 1.6 4/5-Doors,64,41200,Petrol,110,0,0,1600,5,1070,9900
TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,57,40214,Petrol,86,0,0,1300,3,1025,10950
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,60,40000,Petrol,86,1,0,1300,4,1000,8950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,66,39222,Petrol,86,1,1,1300,3,1045,8950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,66,39144,Petrol,110,1,0,1600,3,1050,8250
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,62,39000,Petrol,110,1,0,1600,5,1075,10250
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,61,38019,Petrol,110,1,0,1600,5,1070,8750
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,68,37759,Petrol,110,1,0,1600,5,1070,9750
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,61,37500,Petrol,110,0,0,1600,5,1085,10950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,60,37111,Petrol,110,1,0,1600,3,1050,10950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,62,37000,Petrol,86,0,0,1300,3,1015,9750
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,59,36954,Petrol,110,1,0,1600,3,1050,8900
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,60,36943,Petrol,110,0,0,1600,5,1070,9500
TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,63,36923,Petrol,86,0,0,1300,5,1050,9950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,66,36658,Petrol,110,0,0,1600,3,1050,9950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,36000,Petrol,86,1,0,1300,3,1015,8250
TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,65,36000,Petrol,110,1,0,1600,3,1065,10450
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,62,35512,Petrol,110,1,0,1600,3,1065,10950
TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,65,35283,Petrol,86,1,0,1300,3,1015,9250
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,68,35000,Petrol,110,1,0,1600,3,1050,8900
TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,57,35000,Petrol,86,1,0,1300,5,1045,10900
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,64,34114,Petrol,110,0,0,1600,3,1050,9750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,34000,Petrol,110,0,0,1600,5,1075,11950
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,68,33847,Petrol,86,1,0,1300,4,1000,7900
TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,57,33535,Petrol,110,0,0,1600,4,1035,10900
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,65,33000,Petrol,110,0,0,1600,3,1050,10450
TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,59,32150,Petrol,110,1,0,1600,5,1085,10950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,65,31588,Petrol,86,1,0,1300,3,1015,9950
TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,60,31480,Petrol,110,1,0,1600,3,1065,10750
TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,57,31307,Petrol,110,1,0,1600,5,1070,9900
TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,68,31000,Petrol,110,1,0,1600,4,1035,10750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,58,30634,Petrol,110,1,0,1600,5,1075,10450
TOYOTA Corolla 1.3 Linea Terra Comfort 4/5-Doors,68,30300,Petrol,86,1,0,1300,4,1000,9450
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,60,28500,Petrol,86,1,1,1300,3,1045,10750
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,60,28500,Petrol,110,0,0,1600,5,1075,10950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,57,28000,Petrol,86,0,0,1300,3,1015,10000
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,68,26698,Petrol,110,0,0,1600,3,1055,10500
TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,62,26000,Petrol,107,0,1,1600,3,1085,12500
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,62,25505,Petrol,86,1,0,1300,5,1035,8950
TOYOTA Corolla 1.6 Luna LB 4/5-Doors,58,25000,Petrol,110,1,0,1600,5,1075,10500
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,66,22835,Petrol,110,1,0,1600,3,1050,9245
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,59,22705,Petrol,110,1,0,1600,5,1075,10950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,63,22178,Petrol,86,1,0,1300,3,1015,9500
TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,62,17345,Petrol,110,1,0,1600,3,1050,10900
TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,67,15535,Petrol,86,1,1,1300,4,1030,10950
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,66,15110,Petrol,86,0,0,1300,5,1035,9450
TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA COMM Anders,73,232940,Diesel,72,0,0,2000,5,1172,5900
TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,79,218118,Diesel,72,0,0,2000,5,1150,6950
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,78,217764,Diesel,72,1,0,2000,5,1135,6000
TOYOTA Corolla 1.6 LB *G3* AIRCO 4/5-Doors,79,207114,CNG,110,1,0,1600,5,1114,5250
TOYOTA Corolla 2.0D LINEA TERRA+airco 2/3-Doors,74,203254,Diesel,72,1,0,2000,3,1135,4400
TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,77,200732,Diesel,72,1,0,2000,4,1100,6750
TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,69,197501,Diesel,72,0,0,2000,5,1135,8500
TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,80,194765,Diesel,72,0,0,2000,3,1120,6150
TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,76,191620,Diesel,72,0,0,2000,5,1150,6950
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,76,183277,Diesel,72,0,0,2000,3,1115,5750
TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,78,180378,Diesel,72,1,0,2000,4,1100,8750
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,70,178800,Diesel,72,0,0,2000,3,1115,6500
TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,73,176177,Petrol,110,1,0,1600,5,1075,5950
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,78,176000,Petrol,86,0,0,1300,5,1035,6500
TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,77,172980,Diesel,72,1,0,2000,5,1135,10500
TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,77,170000,Diesel,72,0,0,2000,4,1100,8500
TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,71,164000,Petrol,110,1,0,1600,3,1050,7950
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,78,161775,Petrol,86,1,0,1300,3,1015,5800
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,80,160000,Petrol,86,0,0,1300,3,1015,6750
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,78,159968,Diesel,72,0,0,2000,3,1115,6950
TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,74,159908,Petrol,110,0,0,1600,3,1050,5740
TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,73,158492,Petrol,86,0,0,1300,3,1015,6550
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,69,156204,Diesel,72,1,0,2000,3,1115,8950
TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,73,156169,Petrol,86,1,0,1300,5,1035,6750
TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,78,155210,Petrol,110,0,0,1600,3,1050,7950
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,69,155000,Diesel,72,0,0,2000,3,1115,7950
TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,76,154900,Diesel,72,1,0,2000,5,1140,7450
TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,70,151300,Diesel,72,1,0,2000,5,1150,7750
TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,71,151000,CNG,110,1,0,1600,5,1094,6450
TOYOTA Corolla 2.0D Linea Terra 2/3-Doors,75,150000,Diesel,72,1,0,2000,3,1135,7900
TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,69,146304,Diesel,72,1,0,2000,3,1115,6900
